Image,ID,Total score,Rank,Link,Grand Leuks,Background,Foundation,Body,Clothing,Halos,Eyes,Masks,UNREVEALED,Balds,Vetements,Elements,Bald Masks,Bandanas,Bandana Masks,Kabutos,Kabuto Masks,Almightys,Monolith,Scarlets,Mythic,Alien,Luminous,Natural
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1060.png?__id=1060,1060,1458.73,1750,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1060,,Green: 4.088% (405/9908),Blade of Onir: 1.867% (185/9908),Racer Light White: 0.373% (37/9908),Red Kira Monk with Gold Chain: 0.111% (11/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Bronze Knower: 0.505% (50/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/753.png?__id=753,753,1457.84,1751,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/753,,Purple: 3.845% (381/9908),None: 11.516% (1141/9908),Braids Jet Blue: 0.727% (72/9908),Grey Kira Monk with Bronze Chain: 0.121% (12/9908),Jade Fragments: 0.878% (87/9908),None: 23.143% (2293/9908),Blue Taker: 0.293% (29/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1619.png?__id=1619,1619,1455.51,1752,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1619,,Pink: 4.249% (421/9908),Aura of Nature: 1.110% (110/9908),Pixie Cut Green: 0.273% (27/9908),Royal Excellence: 0.161% (16/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Blue Taker: 0.293% (29/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2529.png?__id=2529,2529,1454.88,1753,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2529,,Red: 4.400% (436/9908),Aura of Nature: 1.110% (110/9908),Pixie Cut Black: 0.384% (38/9908),Orange Camo: 0.131% (13/9908),None: 10.285% (1019/9908),Brown: 0.868% (86/9908),Glacier Ruler: 0.515% (51/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1352.png?__id=1352,1352,1453.35,1754,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1352,,Teal: 4.057% (402/9908),None: 11.516% (1141/9908),Braids Glossy Black: 0.273% (27/9908),Amethyst Velvet Turtleneck: 0.283% (28/9908),Orbit: 1.322% (131/9908),None: 23.143% (2293/9908),Gold Oracle: 0.161% (16/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3023.png?__id=3023,3023,1453.26,1755,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3023,,Purple: 3.845% (381/9908),Aura of Battle: 1.494% (148/9908),Racer Light Yellow: 0.464% (46/9908),Purple Binary with Multi Chain: 0.222% (22/9908),None: 10.285% (1019/9908),Gold: 0.232% (23/9908),Orange Oracle: 0.394% (39/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1982.png?__id=1982,1982,1453.15,1756,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1982,,Purple: 3.845% (381/9908),Wings of Wrath: 0.616% (61/9908),Braids Black: 0.616% (61/9908),Orange Monk with Purple Chain: 0.131% (13/9908),Gold Fragments: 0.706% (70/9908),None: 23.143% (2293/9908),Jade Knower: 0.515% (51/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/226.png?__id=226,226,1452.98,1757,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/226,,Red: 4.400% (436/9908),Blade of Onir: 1.867% (185/9908),Pixie Cut Silver: 0.182% (18/9908),Jade Binary: 0.242% (24/9908),Teal Fragments: 0.747% (74/9908),None: 23.143% (2293/9908),Stealth Knower: 0.363% (36/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2016.png?__id=2016,2016,1452.62,1758,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2016,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),Ponytail Essential Rainbow: 0.313% (31/9908),Red Kira Monk with Multi Chain: 0.222% (22/9908),Silver Mini Shards: 1.564% (155/9908),Blue: 0.646% (64/9908),Pink Maker: 0.232% (23/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/808.png?__id=808,808,1452.25,1759,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/808,,Green: 4.088% (405/9908),Wings of Emerald: 0.545% (54/9908),Racer Light Yellow: 0.464% (46/9908),Royal Fluid: 0.242% (24/9908),Pink Fragments: 1.070% (106/9908),Yellow: 0.706% (70/9908),Grey Viper: 0.262% (26/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/727.png?__id=727,727,1451.83,1760,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/727,,Pink: 4.249% (421/9908),Aura of Ocean: 1.029% (102/9908),Braids Blue: 0.525% (52/9908),Diamond Formless: 0.202% (20/9908),Gold Longsword: 0.525% (52/9908),None: 23.143% (2293/9908),Earth Chain Face: 0.222% (22/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/658.png?__id=658,658,1451.56,1761,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/658,,Green: 4.088% (405/9908),Blade of Onir: 1.867% (185/9908),Ponytail Silver: 0.474% (47/9908),Stealth Binary with Green Chain: 0.212% (21/9908),Diamond Pins: 0.606% (60/9908),None: 23.143% (2293/9908),Gold Viper: 0.192% (19/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1586.png?__id=1586,1586,1451.56,1761,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1586,,Smoke: 4.007% (397/9908),Blade of Krelene: 1.282% (127/9908),Racer Dark Violet: 0.192% (19/9908),Saber: 0.333% (33/9908),None: 10.285% (1019/9908),Gator: 0.828% (82/9908),Orange Chain Face: 0.252% (25/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/484.png?__id=484,484,1451.36,1763,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/484,,Red: 4.400% (436/9908),Blade of Krelene: 1.282% (127/9908),Ponytail Grey: 0.636% (63/9908),Bronze Galaxy: 0.111% (11/9908),Blood Fragments: 1.221% (121/9908),None: 23.143% (2293/9908),Luminus Viper: 0.484% (48/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3015.png?__id=3015,3015,1451.0,1764,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3015,,Smoke: 4.007% (397/9908),Blade of Dharus: 0.313% (31/9908),Racer Light White: 0.373% (37/9908),Yellow Excellence: 0.192% (19/9908),Gold Longsword: 0.525% (52/9908),None: 23.143% (2293/9908),Blood Ai Visor: 0.818% (81/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2524.png?__id=2524,2524,1450.95,1765,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2524,,Kira: 1.363% (135/9908),Wings of Blood: 0.565% (56/9908),Ponytail Light Rainbow: 0.404% (40/9908),Stealth Velvet Turtleneck: 0.283% (28/9908),Silver Mini Shards: 1.564% (155/9908),Grey: 0.818% (81/9908),Lavender Bioface: 0.242% (24/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/863.png?__id=863,863,1450.9,1766,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/863,,Purple: 3.845% (381/9908),Blade of Krelene: 1.282% (127/9908),Braids Black: 0.616% (61/9908),Purple Binary with Multi Chain: 0.222% (22/9908),None: 10.285% (1019/9908),Yellow: 0.706% (70/9908),Lavender Chain Face: 0.172% (17/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1233.png?__id=1233,1233,1450.88,1767,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1233,,Red: 4.400% (436/9908),Stems of All: 0.333% (33/9908),Braids Purple: 0.555% (55/9908),Royal Velvet Turtleneck: 0.172% (17/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Stealth Knower: 0.363% (36/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1054.png?__id=1054,1054,1450.86,1768,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1054,,Red: 4.400% (436/9908),None: 11.516% (1141/9908),Pixie Cut Light Purple: 0.333% (33/9908),Stealth Knight: 0.212% (21/9908),Gold Longsword: 0.525% (52/9908),Brown: 0.868% (86/9908),Lavender Knower: 0.293% (29/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2819.png?__id=2819,2819,1450.09,1769,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2819,,Smoke: 4.007% (397/9908),None: 11.516% (1141/9908),Racer Light Yellow: 0.464% (46/9908),Purple Excellence: 0.091% (9/9908),Orange Fragments: 1.231% (122/9908),None: 23.143% (2293/9908),None: 6.833% (677/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2806.png?__id=2806,2806,1450.05,1770,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2806,,Orange: 3.916% (388/9908),Aura of Ocean: 1.029% (102/9908),Pixie Cut Multi Purple: 0.212% (21/9908),Orange Kira Monk with Pink Chain: 0.182% (18/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Orange Ruler: 0.464% (46/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2144.png?__id=2144,2144,1449.84,1771,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2144,,Purple: 3.845% (381/9908),Wings of Blood: 0.565% (56/9908),Racer Essential Teal: 0.212% (21/9908),Red Kira Monk with Bronze Kira Chain: 0.232% (23/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Pink Ruler: 0.303% (30/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2925.png?__id=2925,2925,1449.4,1772,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2925,,Smoke: 4.007% (397/9908),Wings of Earth: 0.545% (54/9908),Braids Purple: 0.555% (55/9908),Orange Kira Monk with Green Chain: 0.131% (13/9908),Silver Mini Shards: 1.564% (155/9908),None: 23.143% (2293/9908),Earth Taker: 0.434% (43/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2924.png?__id=2924,2924,1448.2,1773,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2924,,Teal: 4.057% (402/9908),Wings of Jade: 0.828% (82/9908),Ponytail Yellow: 0.384% (38/9908),Grey Fluid: 0.232% (23/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Gold Viper: 0.192% (19/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/282.png?__id=282,282,1447.6,1774,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/282,,Grey: 3.926% (389/9908),Aura of Peace: 1.342% (133/9908),Braids Glossy Black: 0.273% (27/9908),Orange Kira Monk with Multi Chain: 0.161% (16/9908),Blood Fragments: 1.221% (121/9908),None: 23.143% (2293/9908),Green Knower: 0.363% (36/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2353.png?__id=2353,2353,1447.45,1775,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2353,,Red: 4.400% (436/9908),Aura of Ocean: 1.029% (102/9908),Racer Multi: 0.222% (22/9908),Red Kira Monk with Multi Chain: 0.222% (22/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Lavender Bioface: 0.242% (24/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1569.png?__id=1569,1569,1447.34,1776,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1569,,Kira: 1.363% (135/9908),None: 11.516% (1141/9908),Racer Dark White: 0.293% (29/9908),Orange Monk with Bronze Chain: 0.141% (14/9908),Orbit: 1.322% (131/9908),Grey: 0.818% (81/9908),Bronze Ai Visor: 0.848% (84/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1375.png?__id=1375,1375,1446.81,1777,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1375,,Purple: 3.845% (381/9908),Wings of Water: 0.595% (59/9908),Bobcat Orange: 0.192% (19/9908),Pink Fluid: 0.283% (28/9908),None: 10.285% (1019/9908),Green: 0.656% (65/9908),Orange Ruler: 0.464% (46/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1945.png?__id=1945,1945,1446.47,1778,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1945,,Smoke: 4.007% (397/9908),Wings of History: 0.929% (92/9908),Racer Cream: 0.252% (25/9908),Yellow Monk with Bronze Chain: 0.141% (14/9908),Silver Mini Shards: 1.564% (155/9908),None: 23.143% (2293/9908),Earth Ai Visor: 0.706% (70/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1936.png?__id=1936,1936,1445.78,1779,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1936,,Teal: 4.057% (402/9908),None: 11.516% (1141/9908),Pixie Cut Multi Teal: 0.273% (27/9908),Royal Stealth Velvet Monk: 0.131% (13/9908),Jade Fragments: 0.878% (87/9908),Blue: 0.646% (64/9908),None: 6.833% (677/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1970.png?__id=1970,1970,1445.1,1780,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1970,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),Racer Light Black: 0.283% (28/9908),Diamond Monk with Silver Chain: 0.131% (13/9908),Pink Fragments: 1.070% (106/9908),None: 23.143% (2293/9908),Bronze Knower: 0.505% (50/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1681.png?__id=1681,1681,1445.05,1781,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1681,,Grey: 3.926% (389/9908),None: 11.516% (1141/9908),Pixie Cut Blue: 0.323% (32/9908),Yellow Monk with Bronze Chain: 0.141% (14/9908),Gold Fragments: 0.706% (70/9908),None: 23.143% (2293/9908),Blood Taker: 0.404% (40/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2842.png?__id=2842,2842,1444.44,1782,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2842,,Green: 4.088% (405/9908),Stems of All: 0.333% (33/9908),Pixie Cut Multi Purple: 0.212% (21/9908),Diamond Monk with Bronze Chain: 0.161% (16/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),None: 6.833% (677/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/3220.png?__id=3220,3220,1444.21,1783,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/3220,,Grey: 3.926% (389/9908),Stems of Death: 0.575% (57/9908),Braids Black: 0.616% (61/9908),Purple Binary with Silver Chain: 0.232% (23/9908),Gold Mini Shards: 0.818% (81/9908),Teal: 0.616% (61/9908),Royal Oracle: 0.273% (27/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1664.png?__id=1664,1664,1444.2,1784,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1664,,Purple: 3.845% (381/9908),None: 11.516% (1141/9908),Bobcat Violet: 0.151% (15/9908),Stealth Binary with Silver Chain: 0.283% (28/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Stealth Taker: 0.262% (26/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/110.png?__id=110,110,1442.89,1785,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/110,,Green: 4.088% (405/9908),None: 11.516% (1141/9908),Racer Silver: 0.192% (19/9908),Stealth Binary with Green Chain: 0.212% (21/9908),Blood Fragments: 1.221% (121/9908),None: 23.143% (2293/9908),Pink Ruler: 0.303% (30/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1975.png?__id=1975,1975,1442.17,1786,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1975,,Green: 4.088% (405/9908),Aura of Battle: 1.494% (148/9908),Ponytail Silver: 0.474% (47/9908),Pink Excellence: 0.121% (12/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Ice Oracle: 0.333% (33/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1414.png?__id=1414,1414,1441.61,1787,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1414,,Orange: 3.916% (388/9908),Aura of Peace: 1.342% (133/9908),Mullet Black: 0.182% (18/9908),Red Velvet Monk: 0.172% (17/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Jade Knower: 0.515% (51/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2477.png?__id=2477,2477,1441.31,1788,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2477,,Grey: 3.926% (389/9908),Aura of Battle: 1.494% (148/9908),Bobcat Light Yellow: 0.202% (20/9908),Red Kira Monk with Multi Chain: 0.222% (22/9908),None: 10.285% (1019/9908),Lava: 0.686% (68/9908),Glacier Oracle: 0.404% (40/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1277.png?__id=1277,1277,1441.01,1789,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1277,,Grey: 3.926% (389/9908),None: 11.516% (1141/9908),Bobcat Dark White: 0.182% (18/9908),Jade Monk: 0.242% (24/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Amethyst Bioface: 0.283% (28/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1059.png?__id=1059,1059,1440.93,1790,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1059,,Orange: 3.916% (388/9908),Aura of Taste: 1.080% (107/9908),Pixie Cut Dark Purple: 0.182% (18/9908),Grey Vibrant with Multi Chain: 0.212% (21/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Glacier Viper: 0.474% (47/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1988.png?__id=1988,1988,1440.21,1791,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1988,,Grey: 3.926% (389/9908),Stems of Death: 0.575% (57/9908),Ponytail Grey: 0.636% (63/9908),Green Formless: 0.222% (22/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Gold Oracle: 0.161% (16/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/1272.png?__id=1272,1272,1439.93,1792,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/1272,,Pink: 4.249% (421/9908),Aura of Battle: 1.494% (148/9908),Pixie Cut Green: 0.273% (27/9908),Grey Kira Monk with Black Chain: 0.141% (14/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Wrath Viper: 0.384% (38/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/26.png?__id=26,26,1439.76,1793,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/26,,Smoke: 4.007% (397/9908),Wings of Water: 0.595% (59/9908),Racer Dark Beige: 0.363% (36/9908),Royal Stealth Velvet Monk: 0.131% (13/9908),Gold Longsword: 0.525% (52/9908),None: 23.143% (2293/9908),None: 6.833% (677/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2528.png?__id=2528,2528,1439.07,1794,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2528,,Purple: 3.845% (381/9908),Aura of Battle: 1.494% (148/9908),Bobcat Kira: 0.151% (15/9908),Blue Galaxy: 0.252% (25/9908),None: 10.285% (1019/9908),None: 23.143% (2293/9908),Green Knower: 0.363% (36/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/2439.png?__id=2439,2439,1439.06,1795,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/2439,,Pink: 4.249% (421/9908),Blade of Onir: 1.867% (185/9908),Pixie Cut Black: 0.384% (38/9908),Stealth Binary with Silver Chain: 0.283% (28/9908),Gold Mini Shards: 0.818% (81/9908),Gold: 0.232% (23/9908),Jade Knower: 0.515% (51/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/472.png?__id=472,472,1438.69,1796,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/472,,Pink: 4.249% (421/9908),Blade of Vilasandra: 0.939% (93/9908),Braids Purple: 0.555% (55/9908),Yellow Excellence: 0.192% (19/9908),Orange Fragments: 1.231% (122/9908),None: 23.143% (2293/9908),Gold Viper: 0.192% (19/9908),,,,,,,,,,,,,,,,
https://kiraverse.mypinata.cloud/ipfs/QmZer3ZoHJ17dRgQCKw7EkyiAdLrhSWfTQEkeNUHwNNFmE/3364/538.png?__id=538,538,1438.68,1797,https://market.immutable.com/collections/0xe2c921ed59f5a4011b4ffc6a4747015dcb5b804f/assets/538,,Purple: 3.845% (381/9908),Aura of Taste: 1.080% (107/9908),Pixie Cut Army: 0.283% (28/9908),Diamond Monk with Green Chain: 0.202% (20/9908),Stealth Longsword: 1.171% (116/9908),None: 23.143% (2293/9908),Pink Chain Face: 0.262% (26/9908),,,,,,,,,,,,,,,,
